date,station,hour,passenger_count,is_weekend,is_am_peak,is_pm_peak
2025-01-01,SN Junction,8,216,0,1,0
2025-01-01,SN Junction,9,217,0,1,0
2025-01-01,SN Junction,10,196,0,1,0
2025-01-01,SN Junction,11,93,0,0,0
2025-01-01,SN Junction,12,89,0,0,0
2025-01-01,SN Junction,13,78,0,0,0
2025-01-01,SN Junction,14,88,0,0,0
2025-01-01,SN Junction,15,91,0,0,0
2025-01-01,SN Junction,16,58,0,0,0
2025-01-01,SN Junction,17,180,0,0,1
2025-01-01,SN Junction,18,195,0,0,1
2025-01-01,SN Junction,19,196,0,0,1
2025-01-01,SN Junction,20,190,0,0,1
2025-01-01,SN Junction,21,83,0,0,0
2025-01-01,SN Junction,22,74,0,0,0
2025-01-01,Tripunithura Terminal,6,85,0,0,0
2025-01-01,Tripunithura Terminal,7,75,0,0,0
2025-01-01,Tripunithura Terminal,8,192,0,1,0
2025-01-01,Tripunithura Terminal,9,229,0,1,0
2025-01-01,Tripunithura Terminal,10,205,0,1,0
2025-01-01,Tripunithura Terminal,11,90,0,0,0
2025-01-01,Tripunithura Terminal,12,68,0,0,0
2025-01-01,Tripunithura Terminal,13,69,0,0,0
2025-01-01,Tripunithura Terminal,14,65,0,0,0
2025-01-01,Tripunithura Terminal,15,88,0,0,0
2025-01-01,Tripunithura Terminal,16,84,0,0,0
2025-01-01,Tripunithura Terminal,17,193,0,0,1
2025-01-01,Tripunithura Terminal,18,246,0,0,1
2025-01-01,Tripunithura Terminal,19,190,0,0,1
2025-01-01,Tripunithura Terminal,20,204,0,0,1
2025-01-01,Tripunithura Terminal,21,75,0,0,0
2025-01-01,Tripunithura Terminal,22,61,0,0,0
2025-01-08,Aluva,6,188,0,0,0
2025-01-08,Aluva,7,185,0,0,0
2025-01-08,Aluva,8,532,0,1,0
2025-01-08,Aluva,9,516,0,1,0
2025-01-08,Aluva,10,506,0,1,0
2025-01-08,Aluva,11,192,0,0,0
2025-01-08,Aluva,12,191,0,0,0
2025-01-08,Aluva,13,222,0,0,0
2025-01-08,Aluva,14,191,0,0,0
2025-01-08,Aluva,15,184,0,0,0
2025-01-08,Aluva,16,190,0,0,0
2025-01-08,Aluva,17,517,0,0,1
2025-01-08,Aluva,18,486,0,0,1
2025-01-08,Aluva,19,506,0,0,1
2025-01-08,Aluva,20,510,0,0,1
2025-01-08,Aluva,21,206,0,0,0
2025-01-08,Aluva,22,214,0,0,0
2025-01-08,Pulinchodu,6,69,0,0,0
2025-01-08,Pulinchodu,7,77,0,0,0
2025-01-08,Pulinchodu,8,208,0,1,0
2025-01-08,Pulinchodu,9,197,0,1,0
2025-01-08,Pulinchodu,10,236,0,1,0
2025-01-08,Pulinchodu,11,82,0,0,0
2025-01-08,Pulinchodu,12,73,0,0,0
2025-01-08,Pulinchodu,13,85,0,0,0
2025-01-08,Pulinchodu,14,81,0,0,0
2025-01-08,Pulinchodu,15,105,0,0,0
2025-01-08,Pulinchodu,16,80,0,0,0
2025-01-08,Pulinchodu,17,219,0,0,1
2025-01-08,Pulinchodu,18,201,0,0,1
2025-01-08,Pulinchodu,19,219,0,0,1
2025-01-08,Pulinchodu,20,207,0,0,1
2025-01-08,Pulinchodu,21,83,0,0,0
2025-01-08,Pulinchodu,22,96,0,0,0
2025-01-08,Companypady,6,72,0,0,0
2025-01-08,Companypady,7,76,0,0,0
2025-01-08,Companypady,8,188,0,1,0
2025-01-08,Companypady,9,179,0,1,0
2025-01-08,Companypady,10,197,0,1,0
2025-01-08,Companypady,11,90,0,0,0
2025-01-08,Companypady,12,95,0,0,0
2025-01-08,Companypady,13,70,0,0,0
2025-01-08,Companypady,14,90,0,0,0
2025-01-08,Companypady,15,81,0,0,0
2025-01-08,Companypady,16,94,0,0,0
2025-01-08,Companypady,17,215,0,0,1
2025-01-08,Companypady,18,216,0,0,1
2025-01-08,Companypady,19,195,0,0,1
2025-01-08,Companypady,20,193,0,0,1
2025-01-08,Companypady,21,91,0,0,0
2025-01-08,Companypady,22,73,0,0,0
2025-01-08,Ambattukavu,6,73,0,0,0
2025-01-08,Ambattukavu,7,80,0,0,0
2025-01-08,Ambattukavu,8,175,0,1,0
2025-01-08,Ambattukavu,9,205,0,1,0
2025-01-08,Ambattukavu,10,207,0,1,0
2025-01-08,Ambattukavu,11,80,0,0,0
2025-01-08,Ambattukavu,12,81,0,0,0
2025-01-08,Ambattukavu,13,93,0,0,0
2025-01-08,Ambattukavu,14,84,0,0,0
2025-01-08,Ambattukavu,15,74,0,0,0
2025-01-08,Ambattukavu,16,61,0,0,0
2025-01-08,Ambattukavu,17,200,0,0,1
2025-01-08,Ambattukavu,18,203,0,0,1
2025-01-08,Ambattukavu,19,197,0,0,1
2025-01-08,Ambattukavu,20,209,0,0,1
2025-01-08,Ambattukavu,21,70,0,0,0
2025-01-08,Ambattukavu,22,80,0,0,0
2025-01-08,Muttom,6,91,0,0,0
2025-01-08,Muttom,7,78,0,0,0
2025-01-08,Muttom,8,167,0,1,0
2025-01-08,Muttom,9,193,0,1,0
2025-01-08,Muttom,10,190,0,1,0
2025-01-08,Muttom,11,75,0,0,0
2025-01-08,Muttom,12,91,0,0,0
2025-01-08,Muttom,13,76,0,0,0
2025-01-08,Muttom,14,72,0,0,0
2025-01-08,Muttom,15,92,0,0,0
2025-01-08,Muttom,16,81,0,0,0
2025-01-08,Muttom,17,172,0,0,1
2025-01-08,Muttom,18,182,0,0,1
2025-01-08,Muttom,19,194,0,0,1
2025-01-08,Muttom,20,195,0,0,1
2025-01-08,Muttom,21,73,0,0,0
2025-01-08,Muttom,22,82,0,0,0
2025-01-08,Kalamassery,6,176,0,0,0
2025-01-08,Kalamassery,7,206,0,0,0
2025-01-08,Kalamassery,8,557,0,1,0
2025-01-08,Kalamassery,9,519,0,1,0
2025-01-08,Kalamassery,10,535,0,1,0
2025-01-08,Kalamassery,11,212,0,0,0
2025-01-08,Kalamassery,12,196,0,0,0
2025-01-08,Kalamassery,13,205,0,0,0
2025-01-08,Kalamassery,14,236,0,0,0
2025-01-08,Kalamassery,15,191,0,0,0
2025-01-08,Kalamassery,16,175,0,0,0
2025-01-08,Kalamassery,17,514,0,0,1
2025-01-08,Kalamassery,18,494,0,0,1
2025-01-08,Kalamassery,19,533,0,0,1
2025-01-08,Kalamassery,20,528,0,0,1
2025-01-08,Kalamassery,21,194,0,0,0
2025-01-08,Kalamassery,22,185,0,0,0
2025-01-08,CUSAT,6,93,0,0,0
2025-01-08,CUSAT,7,67,0,0,0
2025-01-08,CUSAT,8,193,0,1,0
2025-01-08,CUSAT,9,214,0,1,0
2025-01-08,CUSAT,10,199,0,1,0
2025-01-08,CUSAT,11,80,0,0,0
2025-01-08,CUSAT,12,85,0,0,0
2025-01-08,CUSAT,13,73,0,0,0
2025-01-08,CUSAT,14,79,0,0,0
2025-01-08,CUSAT,15,63,0,0,0
2025-01-08,CUSAT,16,64,0,0,0
2025-01-08,CUSAT,17,166,0,0,1
2025-01-08,CUSAT,18,197,0,0,1
2025-01-08,CUSAT,19,195,0,0,1
2025-01-08,CUSAT,20,193,0,0,1
2025-01-08,CUSAT,21,90,0,0,0
2025-01-08,CUSAT,22,81,0,0,0
2025-01-08,Pathadipalam,6,72,0,0,0
2025-01-08,Pathadipalam,7,80,0,0,0
2025-01-08,Pathadipalam,8,196,0,1,0
2025-01-08,Pathadipalam,9,206,0,1,0
2025-01-08,Pathadipalam,10,201,0,1,0
2025-01-08,Pathadipalam,11,75,0,0,0
2025-01-08,Pathadipalam,12,80,0,0,0
2025-01-08,Pathadipalam,13,90,0,0,0
2025-01-08,Pathadipalam,14,68,0,0,0
2025-01-08,Pathadipalam,15,73,0,0,0
2025-01-08,Pathadipalam,16,63,0,0,0
2025-01-08,Pathadipalam,17,196,0,0,1
2025-01-08,Pathadipalam,18,207,0,0,1
2025-01-08,Pathadipalam,19,202,0,0,1
2025-01-08,Pathadipalam,20,185,0,0,1
2025-01-08,Pathadipalam,21,88,0,0,0
2025-01-08,Pathadipalam,22,86,0,0,0
2025-01-08,Edappally,6,198,0,0,0
2025-01-08,Edappally,7,192,0,0,0
2025-01-08,Edappally,8,473,0,1,0
2025-01-08,Edappally,9,504,0,1,0
2025-01-08,Edappally,10,457,0,1,0
2025-01-08,Edappally,11,184,0,0,0
2025-01-08,Edappally,12,204,0,0,0
2025-01-08,Edappally,13,174,0,0,0
2025-01-08,Edappally,14,208,0,0,0
2025-01-08,Edappally,15,235,0,0,0
2025-01-08,Edappally,16,206,0,0,0
2025-01-08,Edappally,17,539,0,0,1
2025-01-08,Edappally,18,480,0,0,1
2025-01-08,Edappally,19,481,0,0,1
2025-01-08,Edappally,20,512,0,0,1
2025-01-08,Edappally,21,219,0,0,0
2025-01-08,Edappally,22,191,0,0,0
2025-01-08,Changampuzha Park,6,66,0,0,0
2025-01-08,Changampuzha Park,7,87,0,0,0
2025-01-08,Changampuzha Park,8,196,0,1,0
2025-01-08,Changampuzha Park,9,196,0,1,0
2025-01-08,Changampuzha Park,10,200,0,1,0
2025-01-08,Changampuzha Park,11,66,0,0,0
2025-01-08,Changampuzha Park,12,77,0,0,0
2025-01-08,Changampuzha Park,13,111,0,0,0
2025-01-08,Changampuzha Park,14,85,0,0,0
2025-01-08,Changampuzha Park,15,91,0,0,0
2025-01-08,Changampuzha Park,16,69,0,0,0
2025-01-08,Changampuzha Park,17,216,0,0,1
2025-01-08,Changampuzha Park,18,169,0,0,1
2025-01-08,Changampuzha Park,19,187,0,0,1
2025-01-08,Changampuzha Park,20,199,0,0,1
2025-01-08,Changampuzha Park,21,73,0,0,0
2025-01-08,Changampuzha Park,22,67,0,0,0
2025-01-08,Palarivattom,6,80,0,0,0
2025-01-08,Palarivattom,7,96,0,0,0
